URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/consent-policy,4.0.1,draft,"2.16.840.1.113883.4.642.3.1014",ConsentPolicyRuleCodes,Consent PolicyRule Codes,"This value set includes sample Regulatory consent policy types from the US and other regions.","ValueSet/ConsentExchangePolicies","THO"
https://github.com/awatson1978/us-state-profiles/ValueSet/ConsentExchangePolicies,0.6.7,draft,,ConsentExchangePolicies,ConsentExchangePolicies,"Consent Exchange - Policies","StructureDefinition/kansas-consent-profile,StructureDefinition/texas-consent-profile,StructureDefinition/north-carolina-consent-profile,StructureDefinition/virginia-consent-profile,StructureDefinition/pennsylvania-consent-profile,StructureDefinition/michigan-consent-profile,StructureDefinition/north-dakota-consent-profile,StructureDefinition/illinois-consent-profile,StructureDefinition/massachusetts-consent-profile,StructureDefinition/nebraska-consent-profile,StructureDefinition/minnesota-consent-profile,StructureDefinition/missouri-consent-profile,StructureDefinition/oklahoma-consent-profile,StructureDefinition/mississippi-consent-profile,StructureDefinition/iowa-consent-profile,StructureDefinition/colorado-consent-profile,StructureDefinition/washington-consent-profile,StructureDefinition/district-of-columbia-consent-profile,StructureDefinition/montana-consent-profile,StructureDefinition/arizona-consent-profile,StructureDefinition/oregon-consent-profile,StructureDefinition/south-carolina-consent-profile,StructureDefinition/louisiana-consent-profile,StructureDefinition/new-york-consent-profile,StructureDefinition/maryland-consent-profile,StructureDefinition/new-mexico-consent-profile,StructureDefinition/utah-consent-profile,StructureDefinition/indiana-consent-profile,StructureDefinition/georgia-consent-profile,StructureDefinition/south-dakota-consent-profile,StructureDefinition/connecticut-consent-profile,StructureDefinition/vermont-consent-profile,StructureDefinition/hawaii-consent-profile,StructureDefinition/alabama-consent-profile,StructureDefinition/alaska-consent-profile,StructureDefinition/idaho-consent-profile,StructureDefinition/maine-consent-profile,StructureDefinition/florida-consent-profile,StructureDefinition/tennessee-consent-profile,StructureDefinition/delaware-consent-profile,StructureDefinition/california-consent-profile,StructureDefinition/west-virginia-consent-profile,StructureDefinition/new-hampshire-consent-profile,StructureDefinition/nevada-consent-profile,StructureDefinition/base-consent-profile,StructureDefinition/ohio-consent-profile,StructureDefinition/rhode-island-consent-profile,StructureDefinition/new-jersey-consent-profile,StructureDefinition/kentucky-consent-profile,StructureDefinition/arkansas-consent-profile","Other"
