URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://github.com/awatson1978/us-state-profiles/ValueSet/ConsentExchangePolicies,0.6.5,draft,,ConsentExchangePolicies,ConsentExchangePolicies,"Consent Exchange - Policies",,"Other"
